id,text_to_label,label_thien,label_kiet,label_huy,label_majority
Y29tbWVudDoxMjg2Mzc2NzY5NTA3MzI4XzE5MTkxNTMyNjg4ODMzOTc=,mời thằng tài năng x quốc kang nữa,0,0,0,0
a465a281143e,móe nhục mặt 89 quá,1,1,0,1
Y29tbWVudDoxMjM5OTM4MDQ4MTY0NzUyXzc5ODMzOTkxMjk4OTk5MA==,<person> thế thì bảo nhà nước cấm hết cả xe trên 50cc bà mới vừa lòng,0,0,0,0
Y29tbWVudDoxMjg2Mzc2NzY5NTA3MzI4XzE3NDEzNDQzMDMyMTA4MjI=,không thể xem nhẹ cái mv này,0,0,0,0
Y29tbWVudDoxMjg2Mzc2NzY5NTA3MzI4XzYxNTYyNTg2NDkzODU5Nw==,nên đổi thành body shasimi nhé,0,2,0,0
Y29tbWVudDo4NDIzNzAxODgzMDcyODRfNzIyMjEzMTc0MjUwNTgz,"<person> đó là suy nghĩ của những người thiện cẩn thôi, còn xã hội tôi gặp không ít những thằng khốn nạn đóng vai nạn nhân như vậy đâu , nó diễn cho thiên hạ xem rồi đồng cảm thôi, chỉ cần tắt máy quay hay về nhà nó hành cho chết không chết được sống cũng khổ . xã hội nhiều kẻ diễn còn hay hơn diễn viên đóng phim kìa bạn",1,0,0,0
Y29tbWVudDo2NzYyMzQyMzIyMTAwNjVfMjI5MTAyMDUzNDY3MzcwNQ==,"bốc lich nhiều năm vào, xin lổi thừa rồi nhốc",0,0,0,0
Y29tbWVudDoxMjg5MDExNDY5OTIyNjcyXzgzODEzNjQ4MjI3NTgyOA==,ghét cái đứa không làm được nhưng hay nói,0,0,0,0
Y29tbWVudDoxMDA4MDcwODgxMzU0OTIzXzkwNDUyMTQ5ODIyMjU3MzU=,"sao không phạt những người xã rác xuống đường, để cho người phương tây họ không có lý do gọi thủng rác hình chữ s",0,2,0,0
Y29tbWVudDoxMjg5MDExNDY5OTIyNjcyXzI1Mjc4MDkwMjg4NDk4MjI2,ai nói sao chứ tôi thấy bà nhân tốt hơn rất nhiều người,0,0,0,0
19fabbe5a895,các ông ném rồi cui thế nó hoảng nó chẳng chạy.,0,0,0,0
Y29tbWVudDoxMjM5OTM4MDQ4MTY0NzUyXzE0NzEwNTI5MDA4MzU5MzA=,đúng mấy thằng khối phân lớn này nên tử hình,2,2,0,2
Y29tbWVudDoxMjQxNzA5NDYxMzMyMzkyXzE5NTg0Nzk3MjQ5NzI2MDQ=,thằng chó này. làm bẩn cả xã hội.,2,1,1,1
Y29tbWVudDoxMDA1MTk0NjI4NDM4MjcwXzEyNjYzODEzNTgxODQwNTQ=,"<person> cùng hệ cũng được, ai muốn sống sao tuỳ, đừng rình rang là được.",0,0,0,0
Y29tbWVudDoxMjg2Mzc2NzY5NTA3MzI4Xzc5OTI5MTg4MjQ1MzI1NA==,đủ wow rồi đó ba,0,0,0,0
Y29tbWVudDoxMjIxNDUzMjM4NDA3NzE1OTBfNzY2NjcwNzMyNjE3ODIw,mấy con lợn con chết sớm thôi,2,1,2,2
Y29tbWVudDo2NzYyMzQyMzIyMTAwNjVfODEzMTg5NDA0NjQxNDAx,chửi ngọt như mía lùi giờ xin lỗi ca bap cái miệng vậy khóc la gì mà chi vô tu ăn cơm tu mới biết thế nào là lễ độ thôi,0,0,0,0
Y29tbWVudDoxMjQxNzA5NDYxMzMyMzkyXzEzNDk2OTk4MjM4MzY3NTU=,mọi người cũng dừng trách móc và lên án cay nghiệt như vậy. loài súc vật thì có bịt đâu. chúng ta nên tha thứ bao dung.,1,1,1,1
Y29tbWVudDoxMjQxNzA5NDYxMzMyMzkyXzIyNzc5NjU0MzU5OTk3Mzg=,một hành động thiếu suy nghĩ có thể dẫn đến sự phá sản của quán. tai hại lắm.,0,0,0,0
Y29tbWVudDoxMjg2Mzc2NzY5NTA3MzI4Xzc3ODU3MDkyODE1NzU4NQ==,cái địt con mẹ,2,1,1,1
704c30f13214,thằng này quê hưng yên 2 ( biển 17 ) nhé,0,2,2,0
Y29tbWVudDo4NDIzNzAxODgzMDcyODRfMTkxNDA1MDI0NTgwNjg5NQ==,"thằng này không ra gì,",0,0,1,0
Y29tbWVudDoxMDA1MTk0NjI4NDM4MjcwXzEwMjcyOTcxODkzNzAyMzQ=,lớp trẻ tụi nó lên rồi coi vậy làm gương à,0,0,0,0
Y29tbWVudDo2NzYyMzQyMzIyMTAwNjVfMzAyNzczNDYyNDA2NDYwNg==,lúc chửi ngọt lắm mà giờ xin lỗi thì ấp anh ấp úng.,0,0,0,0
Y29tbWVudDoxMDA1MTk0NjI4NDM4MjcwXzE2NjQzNzg2MDc1Mzk2MTE=,tôi đi nôn đây,0,0,1,0
Y29tbWVudDoxMjM5OTM4MDQ4MTY0NzUyXzEyNjU0NjY0NDE5MzI1NzQ=,<person> cỡ này phải hơn 150,0,2,2,2
ad98408a9882,tôi lướt tik tok mà thấy thằng nào đăng video bắc kỳ là chặn hết,2,2,2,2
Y29tbWVudDoxMjcyNTYxNjkxNTY5MDU0XzEyMDM5MTQxNTQ5OTAxNDI=,<person> ly trà tắc 50k,0,0,0,0
d996c491a5c6,lgbt làm loạn rồi không biét thế hệ trẻ sẽ ra sao,2,2,2,0
658b3e58340b,úi vậy bạn bình thường hàn lại cổng không hay chỉ bình thường chốn sau cái màn hình mà xuyên tạc lịch sử,0,2,0,0
Y29tbWVudDoxMjIxNDA4MzEwNDY5MjMwODZfMTEyMDMzNjE4NjkwNzc1NQ==,té xong thằng chó nào đẩy bố,1,1,0,1
Y29tbWVudDoxMjMyMTgxODIyMjc2MTQ4XzI4NjE5OTE3NTczMjE4OTU=,phe nào đông ta theo nhé,0,0,0,0
Y29tbWVudDoxMDA1MTk0NjI4NDM4MjcwXzY4MjgyNjk0MTA1NjQwNg==,<person> có chắc ba mẹ tự hào về thể loại mày không đấy nhìn quả avata là biết bẩn bẩn rồi lại còn lẩu gà thì đỡ thế đéo nào được,2,1,1,2
Y29tbWVudDoxMDA1MTk0NjI4NDM4MjcwXzE0MDE0Mjk5NDQyMTQ5MTY=,<person> có tiền là đầy liền,0,0,0,0
Y29tbWVudDoxMjM5OTM4MDQ4MTY0NzUyXzEzNTI2MzA3ODMyMDM1Nzg=,"<person> please, bạn đang nói như kiểu vì có những kẻ dít người, mà yêu cầu nhà nước cấm dao vậy. xe phân khối lớn hay con dao thì nó vẫn là một món vật vô tri mà thôi, vấn đề mấu chốt vẫn nằm ở mục đích và cách thức sử dụng của người sở hữu chúng, chứ không thể vì một vụ việc tiêu cực mà biến một món vật làm con dê gánh tội được.",0,2,0,0
5f0af9cf4bc8,nên làm dây có đinh đâm thủng lốp xe quăng ra kéo vào sẽ không gây nguy hiểm cho người làm nhiệm vụ,0,2,0,0
Y29tbWVudDoxNjY0NjQ4OTIxNjA0MDUxXzY5Njg5MTUwOTQ4MjczMw==,<person> cạn lời luôn với lực lượng vô học này.,2,1,0,1
Y29tbWVudDoxMDYzNDQzMzY5MjgwMDYyXzEyODUwOTg2Nzk0NzU0NTM=,rồi 2 đứa đi ăn cỏ đi thua loài thú vât. con thú nó còn biêt giống đưc cái để lấy nhau,2,1,2,2
Y29tbWVudDoxMjIyNzAzMzgzMDQxOTkzMDdfNDMzMDM5MTMxMDYxNzQ1NA==,"<person> sao? sai có nhận lỗi rồi này, tiktok cơ lắc đuýt đã ghen tị lại còn đóng vai nạn nhân, bản thân cũng sai chính tả ""this feels"" mà bóc lỗi người ta là sao. fan tiktok cơ lắc đuýt pick me girl chỉ có vậy hả? à mà ""phamn"", ""người ta"" là gì? <person> có à? thôi thì idol pick me girl nên fan sai nốt? bạn kêu ai xúc phạm? lo nhìn lại comment mình kìa, con người sao lại dùng từ cắn? nói mà không biết nhục. (đuýt ở đây là đít nhé, tôi rào trước để bạn khỏi ""cắn"")",1,1,0,1
Y29tbWVudDoxMjIxNDA4MzEwNDY5MjMwODZfODI4MTI1MjkwMTgyNTE3,<person> mày bằng tuổi con tao đấy nhé bố mẹ mày không dạy cách ăn nói à hả địt mẹ mày biết cái đầu buồi gì mà nói hả mắt mũi còn hôi sữa mẹ dạy đời ai hả,2,2,1,2
Y29tbWVudDoxODUwMjM4ODYyNDI3MDUyXzQwNjExNTg0NjA4Mjg0NTA=,"hai thằng khốn nạn, mí con mụ mặc áo đỏ kia, mày mặc áo đỏ sao vàng việt nam mà mày mất giậy khốn nạn như thế này ư, chúng mày nổi tiếng rồi nhé",2,2,0,1
Y29tbWVudDoxMjIxNDA4MzEwNDY5MjMwODZfMjU3MzExOTM5MzA0Mzg5MQ==,mong cho lớp thanh thiếu niên này sớm bay hết khỏi xa thôi la vui nhất . bởi vì cơ quan chức năng không còn trách nhiệm xã hội . nên mong trời sớm từ duy lũ này là hay nhất !,2,0,1,2
Y29tbWVudDoxMjIxNDA4MzEwNDY5MjMwODZfNzc4OTEzOTU4NDc1MTY0,chết sớm đi cho xã hội yên bình,2,2,0,2
Y29tbWVudDoxMjg5MDExNDY5OTIyNjcyXzI2NzkzNzEwNjU1NjY0NTc=,"chỉ chờ có cái để mà viết thôi, cái méo gì cũng soi người ta ra được, làm được như người ta hẵng nói",0,1,0,0
b8bee1e96184,"<user> làm gì có ai thích nghèo đói nhưng vui? vì đặc điểm địa lý mỗi nơi mỗi khác, điều kiện vât chất khác nhau, giờ miền nam mà không có đồng bằng thì cũng khác gì mấy vùng còn lại? nói chuyện như bạn thì cứ đưa mấy vùng nghèo về thời đồ đá để mấy tỉnh giàu phát triển à?",0,2,0,0
Y29tbWVudDoxMDI0OTY0ODAzMTI3OTE5XzcyNDYwMzEzNzE4NzUxMQ==,<person> thế nào ca cũng tới nhà để giải quyết trận đấu kiếm nhật,0,0,0,0
Y29tbWVudDo4NDIzNzAxODgzMDcyODRfMTIwMTgxOTc2MTgwMDc2OQ==,"<person> quả báo không chừa ai, chồng mình cũng vũ phu ghen tuông mù quáng nữa mệt mỏi lắm",0,2,0,0
Y29tbWVudDoxMDA1MTk0NjI4NDM4MjcwXzk2NjE2MTA0MjI2MDMxMA==,mong đẻ được thằng con trai để nó nối dõi tông đường mà cuối cùng thì .,0,0,0,0
Y29tbWVudDo4NDIzNzAxODgzMDcyODRfMTg3NDczMDM4MzQ2MTE5Mw==,nó đi để nó đi hèn vừa thôi,0,0,0,0
Y29tbWVudDoxMjIxNDA4MzEwNDY5MjMwODZfNzExMzA5NTU0NjM3MzQ1,vậy mà vẫn còn coi thường pháp luật,0,0,0,0
Y29tbWVudDoxMjg2Mzc2NzY5NTA3MzI4XzMyNjg5MTIxMjMyNTU3MTU=,quá nhiều vấn đề ở đây,0,0,0,0
Y29tbWVudDo2NzYyMzQyMzIyMTAwNjVfMTM4MDgzNzY4MDQyMTM1NA==,chết tại mồm,0,1,0,0
Y29tbWVudDo2NzYyMzQyMzIyMTAwNjVfMTEyMjU2MzU1MzQxNzEyNA==,tôi là người bắc những tôi phản đối với những lời phát ngôn bừa bãi của thằng này pháp luật phải xử thật nghiêm làm gương cho những kẻ phản.,2,2,0,0
1bd3155c4dea,địt mẹ mới nhú đã đồi ăn kể này . nó mà làm lớn thì còn kể nào nữa,1,1,1,1
96387e237c2b,sao 2 thằng này nó không chết luôn nhỉ?,2,2,1,2
Y29tbWVudDoxMjg2Mzc2NzY5NTA3MzI4XzEwNjEwNzkxMDk0NDUzODI=, <person> hóng,0,0,0,0
f4e468fe4d87,​ <user> phân biệt vùng miền thì auto là cali con nhé,2,2,2,2
Y29tbWVudDoxMjg2Mzc2NzY5NTA3MzI4XzEwMTcwMTYyNjAzNTkzNDI=,chán đéo thể nhìn nổi luôn,1,1,1,1
11d85c995e47,thật sự tao theo dõi mày rất lâu rồi tuấn ạ trước giờ tao là fan của mày và video nào của mày tao cũng xem nhưng hôm nay mày bình luận tao thấy xúc phạm fan của mày luôn ấy . tao biết mày không đọc bình luận này như hi vọng anh em like cho tao 1 lần để ông tuấn đọc được . còn video này mày suy luận không logic không thuyết phục mặc dù vẩn xem video vì thấy nhiều cái hay nhưng cái này xin phép chê nhé địt con mẹ tuấn ạ xem 2 thằng đấu kiếm,1,1,1,1
Y29tbWVudDo2NzYyMzQyMzIyMTAwNjVfODUxNjE5MTE3NDI4MDEx,không chấp nhận lời xin lỗi nó xúc phạm quá nghiệt ngã,1,1,0,1
Y29tbWVudDoxNjY0NjQ4OTIxNjA0MDUxXzE3NzgxOTg5NDY0MDk3NjU=,vẫn có rất nhiều người tử tế,0,0,0,0
Y29tbWVudDo2NzYyMzQyMzIyMTAwNjVfMTc5MzcxODI0MTI3MTcxOA==,lời xin lỗi muộn màng nhưng có còn hơn không,0,0,0,0
Y29tbWVudDoxMjg2Mzc2NzY5NTA3MzI4XzE2MzQ1NDU1MDcyNDE2NTc=,vãi lồn,1,1,1,1
Y29tbWVudDoxMjg5MDExNDY5OTIyNjcyXzE1MjM3OTk2MTIyOTUzMzg=,sao cái nết lạ vậy trời. người ta làm gì cũng soi mói,0,0,0,0
Y29tbWVudDo4NDIzNzAxODgzMDcyODRfNzIxNzM3NTI3NjAyMjEx,"<person> ngậm cái mồm lại , bớt ngụy biện đi , ngoại tình là ngoại tình , li vậy rồi muốn làm gì làm , chứ ngoài tình thì chỉ có vứt",1,0,1,1
Y29tbWVudDoxMDYzNDQzMzY5MjgwMDYyXzI5MzYzNzg4ODMyMTI3MzU=,<person> thấy hai thằng này làm mất đi giá trị của người đàn ông nhìn ghớm quá,1,0,2,1
4d3888091995,mày cũng như thế mà,0,0,0,0
Y29tbWVudDoxMjQxNzA5NDYxMzMyMzkyXzExNzgyMzYyODQyNTM1NTk=,ý thức cao,0,0,0,0
Y29tbWVudDo2NzYyMzQyMzIyMTAwNjVfMTE5NzQyODkyODk2Nzk4Nw==,mình cũng người mày bắc nhưng không chấp nhận lời xin lỗi của thằng này cho vào tù,0,2,0,0
Y29tbWVudDo2NzYyMzQyMzIyMTAwNjVfNDEyMTA1MTc5NDc3NjIyMg==,không chấp nhận? đề nghị loại trừ khỏi xã hội,2,0,0,0
Y29tbWVudDoxMjIxNDA4MzEwNDY5MjMwODZfMTE3NzA3NTA0MDk4NzY3NA==,không chết à,2,2,0,2
421ff0a0f019,làm youtube là có xiền mà . có tiếng mà không biết sử dụng đúng cách,0,0,0,0
Y29tbWVudDoxMDA1MTk0NjI4NDM4MjcwXzExOTg0Mzc2NzgwOTE2MzE=,bệnh hoạn,2,0,1,2
Y29tbWVudDoxMjg2Mzc2NzY5NTA3MzI4Xzc3MDA2NTE1ODgzMDAxOA==,<person> xem đi,0,0,0,0
8ecb2e02066b,giờ thời thế tạo được vô tù cha mẹ ở nhà đâu biết con mình nó quậy banh xác luôn,0,0,0,0
Y29tbWVudDoxMjg5MDExNDY5OTIyNjcyXzE1ODY2NTQxODkxMzc0NDY=,"có người giúp đỡ là tốt rồi , trong hoàn cảnh khó khăn này ai giúp được người khác đều nên trân trọng.",0,0,0,0
Y29tbWVudDo4NDIzNzAxODgzMDcyODRfNjk0NjY1MTQ2NTYyOTgy,"<person> thì tôi cũng nói mà bởi vậy đừng nói pn biết vun vén mà họ không đi , cũng như thằng đàn ông nó ngoại tình nhưng lại không muốn ly vậy vậy đó còn đàn bà trước khi muốn ngoại tình hãy suy nghĩ đàn ông ngoại tình thì sẽ có người bênh còn pn ngoại tình chỉ có bị chửi lăng loàn , bại hoại , rất nhiều từ để sĩ nhục pn",2,0,2,2
Y29tbWVudDoxMjg2Mzc2NzY5NTA3MzI4XzExMDcyOTI2NzA3ODI4NTE=,xin mày đấy ,0,0,0,0
198e56f8fe83,sao nó lag lag vậy,0,0,0,0
Y29tbWVudDo4NDIzNzAxODgzMDcyODRfNDA4MTQ5MDg0MjA2MzYxMQ==,các bạn cứ hay nói đàn ông thế nào vợ mới như vậy nhưng phải dứt khoát chứ trốn chồng đi như này nó chém lại nói anh này còn hiền đó,2,2,1,2
Y29tbWVudDoxMDI0OTY0ODAzMTI3OTE5XzE2NTIyNDA1ODg4MjIxMDk=,<person> con người có 3 giới tính mong bạn hãy tôn trọng họ tuy họ là những người không giống chúng ít ra họ cũng là người tuyệt vời sống thật với bản thân và xã hội gia đình của họ đã chấp sao bạn lại khăn với họ như vậy chứ,0,0,0,0
Y29tbWVudDoxMjM5OTM4MDQ4MTY0NzUyXzEzMjM1MTAyOTI4MDc4MTc=,<person> à tôi cứ tưởng nói về chiếc oto. cứ lo nhìn oto,0,0,0,0
Y29tbWVudDo2NzYyMzQyMzIyMTAwNjVfMTE5MDkzNzM5OTYwNzc1Ng==,ngậm cái mỏ mày đi muộn rồi con ơi vô nhà tù miền nam mà hưởng thụ .,1,2,0,1
Y29tbWVudDoyOTgyNzEzMDc4NjAzNzA0XzE0NTM4OTM0MDU5MjcyNDM=,bọn nhố nhăng mất dạy coi thường khán giả,1,1,1,1
Y29tbWVudDoxMjQxNzA5NDYxMzMyMzkyXzgwOTEzNDA0MTY5NDQ5OQ==,già đầu rồi còn ngủ hai thứ tóc rồi,0,0,0,0
9df9a7b395a5,"có cách an toàn hơn, nguy hiểm quá",0,0,0,0
Y29tbWVudDoxODUwMjM4ODYyNDI3MDUyXzIwOTA0NjIwMzgwODg1MzY=,cái con mẹ mặc áo đỏ sao vành sao không ai nhắc đến nó,1,2,0,1
Y29tbWVudDoxMDA1MTk0NjI4NDM4MjcwXzEwNTY0MjMzNDMwNzUwMTg=,đứa nào cũng có con dù trai hay gái chưa nói trước điều gì . hãy dử cái khẩu nghiệp của mình để sau này hối hận,0,0,0,0
Y29tbWVudDoxMDA4MDcwODgxMzU0OTIzXzE2NTEzNTI2NTI0NjgzMTM=,thấy đội cái mũ là biết cái ý thức ở đâu rồi . làm sai thì ráng mà chịu thôi,0,0,0,0
Y29tbWVudDo3OTA0OTYzNzY5MjI1NzJfMTIwNzY1MjQ3Nzg2NDYwNA==,nếu không thấy video thứ 5 thì tự hiểu,0,0,0,0
Y29tbWVudDo4NDIzNzAxODgzMDcyODRfMjMxMzAzODkzOTE1MDE1MA==,<person> chìa đó là chìa sao y bản chính chứ không phải dùng chìa khác mà vẫn mở được hiểu không,0,0,0,0
f1296cf11e72,căm phẫn những loại người mà không phải là người này,2,0,0,0
Y29tbWVudDoxMDg0NzE0NDc3MDIwNDQ0XzYzNzQzMzMxOTIwNzA3MQ==,"giờ cho tử hình luôn thì quá nhẹ, hãy cho sống không bằng chết",2,2,0,2
Y29tbWVudDoxMDA1MTk0NjI4NDM4MjcwXzE3NDU0MDA4MDI4NTY3NTg=,ở đâu tao không biết chứ ở việt nam như vậy chỉ tội bố mẹ chúng nó khổ,0,2,0,0
b5d66d7c677f,nhạc như lồn luôn lại còn phải load mấy tiếng mới vào được video,1,1,1,1
Y29tbWVudDoxNjY0NjQ4OTIxNjA0MDUxXzcwMDMyMTQzNTkwMDI4Mw==,<person> chán thật sự luôn.,0,0,0,0
f953b762998f,"vô con mẹ mày à, không thấy up video, livestream rầm rộ à? ngu nó vừa thôi",1,2,2,2
Y29tbWVudDo2NzYyMzQyMzIyMTAwNjVfNzA1NjIzNTMyNTYxNzMx,mầy to lắm mà,0,0,0,0
Y29tbWVudDo2NzYyMzQyMzIyMTAwNjVfMTMyNTc4NDU2OTAyMTM1Mg==,quá muộn rồi,0,0,0,0
ccb5764d08fd,"xe chạy rất là nhanh, một số bạn thế hệ trẻ thích thể hiện cái tôi lớn lao của mình, làm khổ gia đình và người khác",0,0,0,0
Y29tbWVudDoxMjQxNzA5NDYxMzMyMzkyXzg2NTk3ODg4MjQyMDU0Mg==,"đúng là vô văn hóa , ăn ở bẩn thỉu",1,1,0,1
Y29tbWVudDoxMDA1MTk0NjI4NDM4MjcwXzU3MDEyNjcwMjM3NzY3MQ==,rồi làm ăn kiểu gì hả,0,0,0,0
Y29tbWVudDoxMjQxNzA5NDYxMzMyMzkyXzExMDczMjcyMjgxMzY1MTc=,ông này thông minh chứ chỉ cần đứng đấy quăn là rác chạy đến bảy rác,0,1,1,1
7b7be578a9df,nợ người hoạ ý ấy 1 lời xin lỗi à,0,0,0,0
Y29tbWVudDoxMDg0NzE0NDc3MDIwNDQ0XzEwNDA5Nzc2OTgwODUzMjE=,sống trên đời 33 năm chưa từng thấy 1 người mẹ nào như vậy.,0,0,0,0
Y29tbWVudDoxODUwMjM4ODYyNDI3MDUyXzYzNzYyMDk5OTExMTI4Ng==,"<person> chắc chúng nó chưa bao giờ được dạy ""ăn quả nhớ kẻ trồng cây""",0,0,0,0
Y29tbWVudDo2NzYyMzQyMzIyMTAwNjVfODM2MTEwNTM4ODU3MDY0,hôm trước nghe nói ngon lắm mạnh mẽ mà sao giờ xin lỗi. mọi người có tha thứ không mọi người.,0,0,0,0
889d446cd92c,"tôi đồng ý với bạn, hôm nọ có sự kiện âm nhạc gì kỷ niệm 2/9 bên vtv, có cảnh kiss cam, quay cảnh hai người khác giới hôn thì không sao, nhưng khi quay đến cảnh 2 bạn nam hôn nhau thì mọi người lại hú hét cuồng nhiệt hơn như kiểu bị cắt tiết. sau khi tôi xem được đoạn video đấy xong, tôi kiểu ""có cần phải hú như thế không? tại sao lại phải thần thánh hóa nó hơn để làm gì?, đéo hiểu""",1,2,1,1
Y29tbWVudDo4NDIzNzAxODgzMDcyODRfMTM1MjgxMTk2NjI0NjM0Ng==,cái loại đàn bà lăng loạn! vụt rác,1,1,2,1
Y29tbWVudDoxMjQxNzA5NDYxMzMyMzkyXzYzNTYzMjY2MjYxODk2NA==,ý là chỉ có dân miền bắc mới nấu và bán chứ miền nam họ chỉ cần là quán phở và cách nấu cũng khác,0,2,0,0
Y29tbWVudDo2NzYyMzQyMzIyMTAwNjVfMTg5NTcwOTQ2NzcwNzU5Ng==,biết trước thế này thì đừng có nói những lời không nên nói giờ thì quá muộn rồi em nhé đi học lại cách làm người không nên phân biệt giàu nghèo và nhất là vùng miền em nhé,0,2,0,0
Y29tbWVudDoxMjIxNDA4MzEwNDY5MjMwODZfMTM4OTA0MDEyOTQ0Mzk2Mw==,thế mà không chết nhỉ,2,2,0,2
Y29tbWVudDoxMjM5OTM4MDQ4MTY0NzUyXzQyOTc1MzI2OTcxOTE5NjI=,sao không lên cao tốc mà chạy,0,0,0,0
Y29tbWVudDoxMjg5MDExNDY5OTIyNjcyXzI1MTcxMzU2MzE5MTg5MjMy,còn hơn không làm gì,0,0,0,0
0f9af271a1b1,tôi ghét bắc kỳ Bắc Nam  một nhà,2,2,2,2
Y29tbWVudDoxMjcyNTYxNjkxNTY5MDU0XzExNjAxNTMxNjI0NjQ4MTE=,"<person> hà nội của bạn đây, đến mình lên suốt còn sợ",2,0,1,2
Y29tbWVudDo2NzYyMzQyMzIyMTAwNjVfMTM1NjM3NTAxNTg1MjA1Nw==,mấy nói được giờ xin lổi ai,0,0,0,0
Y29tbWVudDoxMDg0NzE0NDc3MDIwNDQ0XzY0MzgwNDI5NDk1NzkyMg==,mong pháp luật khoan hồng cho con quỷ này mỗi ngày. chứ tử hình thì nhẹ nhàng cho nó quá,2,2,0,2
Y29tbWVudDoxMjIxNDA4MzEwNDY5MjMwODZfMTgxMTMyNDc0MzA3OTk4MA==,còn đeo băng đội trưởng kìa,0,0,0,0
Y29tbWVudDoxMjMyMTgxODIyMjc2MTQ4XzIyMTE4MjkxMzU5ODg5NjQ=,giấy adn đâu,0,0,0,0
9307523b4884,đúng hiền tài là nguyên khí của quốc gia đây rồi.,0,0,0,0
Y29tbWVudDoxMjM5OTM4MDQ4MTY0NzUyXzE4MjQ5NTUxNzg0MDg5MzM=,đền vài tỷ cho đi tù chết mẹ mày,2,2,1,2
Y29tbWVudDoxMjg5MDExNDY5OTIyNjcyXzE1MjExMTM5NTU3NjI5MjA=,nói chung làm gì kệ miễn giúp đỡ được rồi,0,0,0,0
Y29tbWVudDoxMjIyNzAzMzgzMDQxOTkzMDdfMTE3NDY0MDQwNDczMzY1Ng==,nếu một ngày quỳnh bei không xuất hiện trên tiktok hay facebook chắc có lẽ tôi sẽ buồn lắm …. buồn cái lồn trâu,1,1,1,1
Y29tbWVudDo2NzYyMzQyMzIyMTAwNjVfMTUxNjg2MjcxMjk0MzU4MQ==,miền nam tao ăn hết của bố nhà mầy hả đồ ốc chó,2,2,2,2
Y29tbWVudDoxMjM5OTM4MDQ4MTY0NzUyXzIwMzkxMTMyMDAxNjQzMDI=,thằng óc chó,1,1,1,1
Y29tbWVudDoxMDA1MTk0NjI4NDM4MjcwXzE1ODcyMjg2OTIyNDY5MzE=,"bọn thần kinh hết rồi, về chúng nó bú buồi cho nhau",1,2,2,2
Y29tbWVudDo2NzYyMzQyMzIyMTAwNjVfMjY0NDg2NDgzOTIyMzk0MQ==,không có thể chấp nhận được lời xin lỗi này phải xử án cao nhất rồi,0,0,2,0
1765722427d2,2 thằng chán sống rồi,2,2,0,2
Y29tbWVudDo4NDIzNzAxODgzMDcyODRfMTU3MzYxMDA5MDY3NjkwNg==,không chung chăn chung gối sao biết được đừng đánh giá họ qua một video nó nhiều khía cạnh lắm.,0,0,0,0
f94463ddd469,​<user> nói vậy chứ ra đường tìm bố thì mệt em không biết bố anh là ai đâu,0,2,0,0
Y29tbWVudDoxMjg2Mzc2NzY5NTA3MzI4XzYxOTk1ODkyNDE2OTI1OA==,mv bom tấn đúng nghĩa luôn,0,0,2,0
Y29tbWVudDoxMDA1MTk0NjI4NDM4MjcwXzEwNDc1MTkyMjcyNjAwMzg=,"đứa nào làm chồng, rồi đứa nào đẻ đây.",2,0,2,2
237cf95a80c7,nói thật chứ nếu không chặn giữa đồ xe nó để phang nó thì đâu đến nỗi công an cũng sai không thể trách 1 mình 2 tên kia mặc dù cái sai của chúng là không thể phủ nhận,1,0,0,0
Y29tbWVudDoxMjM5OTM4MDQ4MTY0NzUyXzEzNTAwNjYyOTAwMjU0MzU=,thằng này qua nó đóng như này từ hoài đức lên xong lại vòng về tvb,1,0,0,0
Y29tbWVudDo4NDIzNzAxODgzMDcyODRfMzc1MTIzMTQyMTg0OTc1Ng==,làm cặc phải xin nó mày không có bản lĩnh à cho nó cút khỏi cuộc đời của mày và viết 1 trang mới,1,1,1,1
